study_hours_daily,mock_test_avg,physics_accuracy_pct,chemistry_accuracy_pct,biology_accuracy_pct,revision_cycles,attendance_pct,sleep_hours,dropper_years,coaching_type,exam_medium,school_board,neet_marks,neet_rank
5.15,420.5,61.1,61.8,71.8,4,83.0,7.33,0,none,hindi,cbse,432,77018
3.48,420.5,33.2,63.1,65.8,5,85.0,7.45,0,hybrid,hindi,state,393,120731
11.08,570.4,80.1,83.1,89.0,5,87.2,5.79,0,hybrid,hindi,cbse,593,2772
6.15,492.8,74.4,82.2,75.9,5,89.4,7.3,0,offline,english,icse,506,24256
5.97,412.0,81.1,64.3,71.4,6,77.9,6.52,0,hybrid,hindi,cbse,453,57411
5.21,378.3,60.4,66.7,72.0,5,86.4,7.9,0,hybrid,hindi,cbse,425,85478
5.32,355.8,52.1,58.2,49.7,4,69.7,6.99,0,none,hindi,state,338,218516
3.8,195.1,45.6,70.8,57.3,3,65.3,7.31,0,none,regional,cbse,284,356701
6.54,309.5,77.1,48.2,54.3,6,73.4,7.71,0,hybrid,english,cbse,370,158212
5.56,454.9,67.3,75.9,69.9,3,85.1,6.83,0,none,hindi,cbse,445,65807
5.1,414.5,66.3,68.8,63.7,5,77.9,6.91,0,offline,english,cbse,419,88654
2.18,284.7,66.0,59.5,77.4,2,74.9,7.55,0,offline,regional,state,389,129053
9.04,537.9,73.8,97.8,90.6,6,89.0,7.51,1,none,hindi,cbse,578,2184
5.73,408.9,61.4,76.1,81.8,4,90.4,7.74,0,online,english,cbse,429,79970
4.53,273.3,34.6,43.5,41.3,4,73.6,7.6,0,online,hindi,cbse,262,428380
6.43,620.4,62.6,79.2,80.1,5,82.0,6.03,1,offline,hindi,state,562,7500
6.52,459.2,80.7,85.5,77.9,7,63.9,7.75,0,none,regional,icse,524,18027
6.26,410.4,62.0,69.8,75.8,4,71.4,6.45,0,online,english,cbse,463,51505
6.97,366.3,66.2,65.5,74.3,4,90.6,7.11,0,offline,hindi,state,401,110381
5.87,420.7,55.9,59.4,67.7,4,90.4,8.22,0,offline,english,cbse,418,89909
4.24,389.5,61.5,76.5,65.0,1,74.5,6.84,0,none,english,cbse,393,121893
9.55,542.5,96.2,70.7,84.1,5,86.0,7.36,0,offline,hindi,cbse,522,15799
5.27,279.1,45.6,55.5,56.4,3,72.6,7.08,0,online,hindi,state,327,244163
5.05,481.0,62.2,72.8,70.8,7,81.9,6.16,0,offline,regional,state,525,18712
6.14,413.7,52.6,58.5,67.5,5,89.4,7.71,0,online,english,state,390,126035
6.57,374.3,58.6,62.7,74.8,2,87.3,6.9,1,online,english,cbse,418,91131
7.14,397.9,55.6,73.9,73.3,4,77.1,6.63,0,none,english,state,412,97542
7.8,528.8,98.7,82.3,80.8,4,85.6,7.56,0,hybrid,hindi,state,556,10432
5.19,291.7,44.5,55.7,58.8,4,74.1,7.47,0,online,hindi,cbse,310,284139
6.4,290.2,42.0,57.7,62.7,4,87.1,6.61,1,offline,regional,cbse,328,240702
5.83,337.4,50.6,54.0,84.8,1,77.2,6.16,0,hybrid,english,state,361,173369
4.87,202.0,45.0,59.5,43.4,4,68.4,7.15,0,offline,english,cbse,254,460732
3.91,366.4,61.3,61.9,71.3,3,77.5,7.13,0,hybrid,english,cbse,413,93363
4.58,373.5,70.7,65.7,64.4,3,71.0,7.31,2,none,english,state,372,153089
5.63,410.9,68.1,76.5,78.8,3,78.9,7.43,0,offline,english,state,447,62995
6.41,458.2,67.3,82.7,84.9,4,80.7,7.76,0,none,hindi,cbse,505,25268
4.79,330.8,53.6,59.8,56.4,3,83.0,7.96,1,online,english,cbse,329,238257
4.62,380.2,60.5,58.9,71.5,6,87.9,9.3,0,online,english,cbse,390,125894
6.16,418.0,73.1,72.8,65.3,2,87.4,7.39,0,none,regional,state,431,77399
5.86,547.0,84.6,79.8,79.3,4,83.4,6.48,0,online,hindi,cbse,540,11796
2.64,354.3,45.0,61.5,63.5,4,72.1,7.62,1,none,english,state,324,251038
5.31,380.1,49.1,73.9,68.4,4,100.0,6.91,2,none,regional,cbse,387,129567
3.39,260.0,44.6,48.4,47.1,1,71.8,6.69,0,online,english,cbse,298,317202
3.83,272.6,27.9,51.8,56.3,3,64.9,7.1,0,hybrid,english,cbse,292,332527
5.18,268.0,39.8,40.8,64.8,2,60.5,8.77,0,none,english,cbse,295,324970
6.36,385.7,68.7,68.1,78.0,3,85.5,6.9,0,offline,english,cbse,433,76671
2.4,333.1,64.1,59.6,55.1,2,73.2,8.49,0,none,english,cbse,339,216552
6.44,243.6,64.7,49.8,46.6,3,63.9,7.83,1,none,hindi,cbse,279,373754
4.75,353.9,55.5,49.4,54.2,2,77.9,7.5,0,online,hindi,cbse,322,257315
6.01,444.4,45.4,59.7,64.0,5,73.5,7.87,0,offline,english,cbse,399,113144
7.36,549.4,71.6,91.2,82.6,5,100.0,7.32,0,none,english,cbse,545,12223
5.75,387.6,67.2,67.6,74.9,4,80.7,6.29,1,none,regional,cbse,450,60786
5.26,291.4,43.6,50.8,53.9,2,76.8,7.6,0,none,hindi,state,293,329889
1.98,263.7,40.9,55.7,47.1,2,76.8,7.64,0,offline,english,cbse,239,516479
5.05,183.6,33.7,30.6,45.3,1,58.6,6.09,0,hybrid,english,cbse,214,626613
6.47,435.9,57.7,81.8,79.0,6,86.4,7.19,0,none,regional,cbse,466,47890
5.32,269.6,50.4,40.9,54.7,3,85.0,7.19,1,none,english,cbse,261,435845
7.08,442.2,63.5,85.0,82.2,4,95.9,7.19,0,offline,hindi,cbse,469,44787
6.86,538.6,85.5,87.8,99.0,5,76.6,8.9,0,hybrid,english,cbse,584,2889
9.48,628.9,99.0,76.5,96.4,5,96.8,7.93,1,online,regional,cbse,616,285
5.11,379.1,54.7,57.9,78.5,5,90.7,7.39,0,offline,english,state,366,164716
5.97,529.8,81.6,75.9,91.1,5,96.7,7.86,0,hybrid,english,state,536,16593
4.62,169.0,40.6,49.8,51.0,2,73.7,7.01,0,offline,english,icse,252,467890
5.53,467.8,64.1,85.7,86.1,5,96.3,6.73,1,online,english,state,502,27485
4.99,402.3,61.5,67.0,62.7,3,79.4,7.8,0,offline,hindi,state,396,117437
4.32,261.7,31.3,36.4,39.7,2,86.9,7.1,0,hybrid,english,cbse,205,667654
7.15,351.9,65.5,73.1,73.0,6,71.3,7.26,2,hybrid,hindi,state,414,94966
6.57,482.4,80.1,76.4,94.6,5,88.4,6.62,0,online,english,cbse,554,9743
3.71,318.2,64.0,44.7,53.3,3,68.0,7.44,0,offline,english,state,348,196824
5.47,369.7,70.9,66.0,74.6,3,89.6,7.68,0,none,english,state,427,81326
5.4,365.8,73.7,70.7,64.2,5,83.1,7.97,0,none,english,state,429,80345
4.33,215.3,25.3,41.7,66.0,2,57.4,6.94,0,offline,english,cbse,233,542713
3.48,180.5,49.1,52.6,47.6,3,55.1,8.64,0,hybrid,regional,cbse,252,469106
5.12,458.0,75.7,68.6,76.5,2,71.2,7.5,0,hybrid,english,cbse,441,66201
4.36,349.5,46.7,50.9,59.7,2,61.9,7.37,1,hybrid,english,cbse,309,286132
4.27,425.5,86.5,77.6,75.2,4,88.9,7.56,0,none,hindi,cbse,466,49814
7.85,417.4,77.3,74.8,64.2,4,79.3,7.04,1,offline,english,state,467,48490
6.92,465.5,69.5,76.9,67.9,4,83.6,7.26,0,offline,regional,state,464,51237
3.17,264.3,52.5,55.7,54.0,4,74.7,7.73,0,hybrid,english,cbse,280,367900
5.62,292.5,48.8,43.4,55.7,3,58.9,7.23,1,offline,hindi,state,332,231266
7.12,455.8,75.9,76.1,87.2,6,82.6,8.04,1,hybrid,english,state,524,18569
5.74,481.6,79.7,66.0,87.1,4,100.0,7.2,0,hybrid,hindi,cbse,489,31828
5.45,507.6,85.5,77.9,96.3,3,94.6,6.17,0,offline,english,icse,541,10425
6.63,491.8,63.1,81.1,85.8,7,91.4,8.28,0,hybrid,english,cbse,530,18482
7.81,514.8,81.2,80.3,89.4,4,92.1,7.21,0,offline,english,state,522,17214
5.54,318.9,64.2,46.8,53.6,3,72.8,6.23,0,offline,hindi,state,339,215851
6.48,551.0,81.4,91.3,93.1,5,82.1,6.44,0,none,english,icse,593,1210
6.04,410.3,66.6,53.1,70.3,2,90.1,6.99,0,none,english,state,414,93843
5.65,356.2,63.3,78.6,80.7,2,67.6,7.5,0,hybrid,regional,cbse,418,86465
4.37,325.1,45.0,46.0,52.5,2,64.6,5.14,0,none,english,cbse,351,193924
7.04,374.4,73.8,66.6,55.3,4,81.9,5.21,0,hybrid,hindi,state,362,172286
6.94,465.8,83.6,54.8,76.8,5,84.3,7.1,1,online,regional,state,481,39615
7.89,499.3,72.5,74.3,88.2,5,98.8,7.89,1,offline,english,cbse,538,14886
3.95,321.4,59.2,59.8,68.5,3,60.6,8.31,0,hybrid,english,icse,374,152087
6.15,473.9,78.2,80.8,81.7,6,89.8,6.43,0,offline,english,cbse,490,32913
7.28,439.1,67.3,71.9,92.2,6,85.5,7.41,0,offline,hindi,icse,507,22375
7.81,679.4,99.0,86.6,91.9,6,93.2,7.34,1,offline,english,cbse,655,4271
5.9,357.6,65.4,89.7,73.8,4,72.5,7.31,0,offline,regional,state,441,66492
7.15,574.9,75.4,86.7,92.2,6,88.5,7.87,2,online,english,cbse,575,3495
4.42,187.5,37.6,68.2,43.0,3,66.1,6.78,0,none,english,cbse,230,556978
3.52,268.7,40.3,58.5,50.8,1,85.3,7.68,1,online,english,cbse,292,337069
7.64,481.0,76.4,79.7,83.4,5,94.8,8.32,0,none,hindi,cbse,491,31842
3.82,307.0,45.6,50.8,63.0,3,64.9,7.15,0,hybrid,english,cbse,320,259467
5.99,408.2,58.0,84.7,73.5,3,94.4,6.81,0,offline,english,cbse,466,49378
8.43,519.1,72.3,66.9,80.1,4,91.7,7.41,0,none,english,state,505,24640
7.03,420.2,75.8,88.4,77.9,4,85.1,7.29,0,offline,english,cbse,448,59363
6.73,443.8,66.3,76.6,83.3,6,85.6,5.79,1,offline,regional,cbse,514,23228
8.33,505.0,74.6,67.2,99.0,4,87.8,7.62,0,none,regional,cbse,536,14253
5.37,388.1,46.1,50.2,57.5,4,76.9,6.36,2,online,english,state,348,199748
5.59,485.5,73.4,75.8,80.9,7,90.0,7.77,0,offline,english,cbse,504,26687
4.39,286.9,44.2,49.0,62.8,3,72.9,7.23,0,offline,english,cbse,317,266152
6.9,406.5,46.2,59.1,71.2,6,77.5,7.02,0,online,english,state,400,112264
7.36,352.2,56.8,59.9,85.3,5,84.6,7.05,0,offline,hindi,state,441,66147
4.86,347.1,56.3,60.8,51.0,4,81.5,6.66,0,hybrid,english,cbse,363,168127
4.84,331.7,50.3,70.1,57.5,2,77.7,8.12,0,hybrid,english,cbse,367,163258
6.99,469.9,71.7,87.8,78.2,6,90.0,7.11,0,offline,english,icse,510,23945
7.85,337.3,68.3,67.9,65.8,3,69.2,6.71,0,offline,english,cbse,389,128619
6.83,526.4,82.6,81.7,84.2,5,93.8,8.22,0,offline,english,state,569,5463
8.45,490.8,55.0,84.8,76.1,4,76.3,6.82,1,online,english,cbse,477,40826
6.94,547.3,68.8,65.0,79.7,4,92.4,6.44,0,offline,english,icse,467,46871
7.04,394.2,57.5,63.4,60.1,4,64.2,7.62,2,online,english,icse,386,129702
5.28,183.3,34.1,57.7,58.5,2,75.7,6.82,0,none,english,cbse,226,573655
5.93,418.3,52.8,71.4,71.7,3,87.0,8.33,0,none,hindi,cbse,411,98683
6.45,426.4,73.8,56.3,71.6,3,83.9,6.87,1,none,hindi,state,399,115591
5.38,328.0,50.0,50.8,64.2,2,70.2,6.84,1,offline,regional,cbse,323,251435
6.52,374.0,59.3,65.5,65.1,6,81.6,6.54,0,offline,hindi,cbse,437,69944
8.07,475.1,68.0,70.2,77.7,5,93.4,6.93,0,offline,english,cbse,497,27911
8.74,516.1,91.9,77.2,78.8,4,92.1,6.57,1,offline,hindi,state,519,19601
10.06,647.2,80.1,92.0,99.0,5,90.4,6.57,2,hybrid,english,state,658,1804
5.81,349.9,55.5,59.5,74.8,5,74.1,6.19,2,online,english,cbse,369,161378
5.41,401.7,64.5,62.2,68.1,5,99.2,7.44,0,none,english,cbse,383,135168
4.72,360.3,66.5,73.0,76.3,2,69.5,7.7,0,hybrid,hindi,cbse,386,130059
4.76,258.1,38.7,49.1,56.5,0,55.1,7.95,0,none,english,state,259,442791
6.64,321.5,52.4,52.5,66.0,4,64.0,6.66,0,hybrid,regional,state,351,192663
3.08,155.2,41.1,35.4,40.2,4,64.1,7.72,0,online,english,cbse,195,718465
6.94,511.1,99.0,79.3,84.6,4,84.6,7.73,0,offline,hindi,state,569,6763
6.57,368.4,46.0,40.8,58.3,4,72.3,7.35,2,offline,english,state,345,205284
5.69,409.4,60.2,66.4,63.1,7,88.1,6.72,0,hybrid,english,cbse,437,71556
4.6,256.6,71.4,63.7,56.0,1,85.8,7.86,0,none,english,cbse,315,270934
6.97,379.3,58.6,63.5,69.3,3,80.5,7.98,0,none,english,cbse,380,140383
6.69,378.3,59.2,64.4,60.6,4,80.5,7.16,2,offline,hindi,cbse,400,111375
5.93,455.4,64.9,71.0,66.8,5,92.4,7.4,2,online,regional,cbse,460,51706
4.52,315.2,47.5,43.4,49.6,3,73.8,6.57,0,hybrid,english,cbse,338,215698
4.86,262.4,45.8,39.1,42.9,2,72.9,6.94,0,offline,regional,cbse,277,379677
10.45,545.6,85.2,84.9,90.5,8,96.7,7.32,2,hybrid,english,state,583,5020
6.68,292.4,39.4,55.8,60.0,4,72.7,7.08,0,hybrid,regional,state,310,284687
9.24,395.2,59.8,51.6,57.1,3,68.9,6.17,0,offline,english,cbse,413,96282
6.17,511.9,87.6,83.8,87.6,5,88.0,8.1,1,online,english,cbse,555,10421
8.53,543.5,58.6,84.5,79.7,5,82.5,7.6,0,offline,english,cbse,558,10286
7.71,390.8,53.8,54.9,62.9,6,78.5,6.75,0,none,english,cbse,394,116835
4.96,306.5,57.3,35.8,58.3,1,68.6,9.07,0,none,english,state,284,356169
6.58,468.7,80.2,76.7,96.9,5,88.7,6.74,0,hybrid,english,cbse,516,20433
6.45,373.3,48.7,78.7,62.0,1,76.7,5.97,1,offline,hindi,cbse,366,165400
3.22,157.0,35.2,56.3,37.8,2,53.4,7.34,0,online,english,cbse,181,793469
4.76,401.7,69.8,81.2,77.3,5,91.2,6.2,0,offline,english,cbse,516,18083
4.68,402.4,60.9,66.0,69.7,3,89.1,7.64,0,offline,english,cbse,397,116440
5.62,526.3,82.3,78.8,98.8,3,83.1,8.18,0,hybrid,english,state,566,7327
4.9,307.3,36.4,40.8,54.8,3,73.2,6.71,0,hybrid,english,cbse,286,352140
6.62,385.5,68.1,51.6,69.8,4,93.8,6.78,1,online,english,state,410,100175
6.66,596.3,69.2,90.6,76.2,4,91.9,6.71,1,offline,regional,cbse,567,5840
4.77,219.1,40.3,59.8,50.6,2,68.4,7.03,0,offline,hindi,cbse,207,658935
5.94,355.7,64.7,59.3,57.3,4,67.0,7.06,0,hybrid,regional,cbse,361,174386
6.6,473.7,86.6,67.4,72.8,5,77.4,6.61,0,none,hindi,state,488,32837
7.7,468.8,76.9,73.9,85.5,5,89.2,7.39,0,none,english,cbse,476,40859
6.02,433.6,87.3,64.3,66.3,3,83.9,6.39,0,online,english,cbse,435,74059
7.05,426.4,49.6,56.5,63.6,1,74.2,7.21,0,none,hindi,cbse,385,133916
7.45,418.2,75.2,61.8,85.9,4,84.4,7.56,1,offline,english,state,492,30925
6.59,660.9,80.1,90.2,75.2,6,100.0,6.39,1,none,hindi,cbse,586,4909
7.71,372.2,76.1,58.4,73.7,4,80.0,5.84,0,offline,english,state,409,100070
7.48,539.4,87.2,86.0,90.9,7,100.0,6.1,2,none,english,cbse,592,4439
6.32,350.3,48.6,61.7,60.5,6,76.1,6.82,2,online,hindi,state,386,134400
8.52,379.1,72.9,48.7,64.9,4,86.7,5.98,0,offline,english,cbse,400,113981
5.95,286.6,41.3,37.2,55.6,0,73.9,8.2,2,none,english,cbse,271,400407
4.99,373.2,52.5,68.6,74.4,3,74.8,7.23,0,none,regional,icse,393,120220
7.5,475.1,78.2,74.3,81.8,7,82.4,6.48,0,offline,regional,cbse,502,28362
7.3,403.2,78.4,72.8,77.4,6,92.4,6.46,1,offline,hindi,cbse,466,49279
7.65,608.2,83.9,81.7,75.8,4,96.2,7.54,0,offline,regional,cbse,576,5503
6.3,479.6,67.6,76.5,84.0,4,77.4,7.87,1,offline,english,cbse,512,22811
4.49,410.8,58.0,48.9,66.8,3,76.9,6.99,1,hybrid,english,cbse,384,135493
5.71,473.1,57.5,75.2,74.3,6,92.8,7.32,0,offline,english,state,499,28808
5.5,431.6,96.2,86.4,84.4,3,69.9,7.55,0,none,english,cbse,521,19634
5.49,190.1,38.6,46.6,50.7,3,68.5,7.52,0,hybrid,regional,cbse,226,573285
3.23,257.5,54.7,57.7,56.0,0,75.5,7.92,0,offline,english,cbse,310,284024
4.87,325.4,61.2,52.0,50.1,3,72.0,8.01,0,none,hindi,cbse,306,291658
6.03,225.5,29.2,33.3,39.7,1,72.1,7.58,1,hybrid,english,cbse,159,921294
6.91,399.5,50.5,59.6,63.3,4,72.3,6.69,1,offline,english,state,405,105958
6.71,306.0,68.2,52.5,81.2,1,88.1,6.84,0,hybrid,hindi,state,410,100274
4.43,351.5,45.6,51.7,58.1,3,53.7,6.26,0,hybrid,english,icse,299,314743
6.5,373.3,59.4,76.9,74.5,5,68.8,7.22,0,online,english,cbse,422,85592
8.22,549.0,71.8,79.5,89.3,5,93.8,6.98,0,online,english,cbse,548,8842
8.08,499.8,52.9,71.4,97.6,7,90.2,6.58,0,hybrid,english,cbse,499,26936
7.14,516.3,65.7,65.5,77.6,5,70.3,7.22,0,online,hindi,cbse,547,10145
6.16,597.9,85.1,91.4,81.8,6,100.0,6.82,0,hybrid,regional,icse,579,4426
7.26,462.3,82.4,63.7,76.0,4,77.2,6.42,0,none,hindi,cbse,482,35659
7.33,491.6,72.3,87.9,76.6,6,91.4,7.86,0,offline,hindi,state,529,15727
5.77,457.0,59.2,79.7,74.5,3,61.9,6.78,0,offline,english,cbse,441,65071
7.48,603.5,93.6,84.3,98.8,6,82.9,6.91,1,offline,english,cbse,603,2572
6.64,422.3,69.5,69.2,74.2,5,85.5,7.54,1,none,english,cbse,466,46017
5.17,514.2,58.5,79.8,81.3,7,96.7,6.52,0,online,regional,state,519,18354
3.82,231.0,18.1,32.6,61.0,2,66.5,7.51,1,online,english,cbse,226,573672
7.64,369.1,87.8,67.6,81.3,5,83.3,6.32,1,none,hindi,cbse,455,56081
6.53,334.2,65.0,52.8,48.9,2,62.9,7.51,1,offline,english,cbse,347,198175
8.2,588.6,76.2,87.8,82.7,5,85.3,8.41,1,offline,english,cbse,536,15095
5.59,407.2,57.7,76.0,80.0,1,71.8,7.87,1,offline,regional,cbse,380,139517
3.93,264.3,47.4,49.9,53.2,4,66.4,8.25,1,none,regional,state,296,323056
4.62,361.0,50.6,49.9,67.6,3,66.7,7.68,0,online,english,icse,315,270872
8.83,602.9,79.6,73.2,86.0,8,97.0,8.05,0,offline,english,cbse,622,1
6.88,399.6,67.3,65.5,65.8,3,79.4,5.63,1,offline,english,cbse,401,110048
7.74,528.9,78.0,90.7,97.5,6,100.0,7.18,0,none,english,cbse,557,9475
3.64,140.7,51.7,45.2,49.2,3,55.9,8.08,0,none,english,state,229,560907
5.91,374.4,38.7,43.9,60.3,7,73.4,6.96,0,offline,english,state,383,136288
3.45,204.0,27.0,48.8,39.2,2,71.5,7.88,0,none,hindi,cbse,208,655193
6.16,457.7,77.0,83.8,74.1,4,79.5,6.74,1,offline,english,icse,478,38219
8.58,610.0,87.4,96.3,93.6,6,84.3,7.85,0,online,english,cbse,630,2331
6.83,467.8,77.0,66.2,79.2,4,87.3,7.06,0,offline,hindi,cbse,477,42097
7.34,345.0,60.9,65.8,64.2,5,84.4,6.83,1,hybrid,english,cbse,371,156486
7.11,445.6,65.9,72.0,64.9,5,85.5,6.55,0,offline,english,icse,458,50410
6.33,460.3,74.5,88.1,75.7,7,94.1,7.17,1,none,english,cbse,521,18194
3.11,494.1,79.8,84.7,75.2,5,81.7,8.53,0,offline,hindi,state,510,22287
5.99,359.1,72.4,67.7,74.9,5,95.0,7.97,0,offline,regional,cbse,466,49141
3.65,310.6,42.1,57.3,57.6,3,71.1,6.83,0,offline,hindi,cbse,296,323003
6.77,432.4,72.6,71.6,80.1,5,81.6,7.15,0,none,hindi,icse,465,49739
8.23,387.0,61.6,62.8,70.2,5,85.4,7.25,1,hybrid,hindi,state,420,85661
4.33,382.2,54.8,67.3,61.6,4,90.9,7.2,0,offline,english,icse,393,122938
6.17,302.4,37.8,44.3,51.8,2,68.4,7.28,2,online,hindi,icse,241,511210
6.0,333.9,49.7,58.9,54.7,4,83.4,8.0,0,offline,english,cbse,376,150832
6.84,464.3,60.6,80.0,81.9,3,85.8,6.99,0,online,regional,cbse,502,26277
7.52,560.4,71.0,73.5,73.7,6,77.7,7.31,0,hybrid,english,cbse,546,10814
4.81,539.4,72.2,81.0,83.7,6,91.1,8.05,0,online,regional,state,511,23534
7.37,552.9,62.9,97.9,85.7,8,89.8,7.53,0,offline,english,icse,601,3963
6.74,417.0,67.2,88.9,79.6,6,97.8,7.19,0,offline,english,state,464,47412
6.93,376.0,57.8,68.9,72.3,2,72.5,8.06,0,hybrid,english,cbse,376,148138
6.83,297.2,65.6,64.1,57.2,3,75.5,6.57,0,offline,english,state,340,213139
5.79,366.3,51.5,65.0,73.8,4,72.3,6.03,1,offline,english,cbse,390,125029
5.11,565.9,81.4,78.7,88.2,5,96.0,7.5,0,none,english,state,583,4924
4.62,428.6,73.9,72.8,79.9,5,83.8,8.65,0,hybrid,hindi,cbse,497,27816
9.1,598.5,84.1,98.9,94.8,4,95.5,8.35,0,none,english,state,633,1
7.71,498.1,79.2,75.0,81.6,3,91.5,6.36,2,offline,english,cbse,482,37138
5.3,489.3,79.4,69.8,84.3,4,72.2,6.86,0,offline,regional,cbse,515,20294
2.43,212.3,33.0,48.7,55.6,5,48.9,6.36,0,none,english,cbse,199,695516
7.41,575.4,75.1,80.6,74.3,7,97.8,7.1,0,offline,english,cbse,552,10322
6.87,462.2,64.6,58.4,80.4,3,75.2,7.56,2,offline,hindi,cbse,463,46667
8.81,485.5,68.9,81.5,99.0,5,92.9,6.19,0,online,english,state,560,8001
4.91,268.5,25.1,46.7,60.3,1,70.8,6.99,1,offline,english,cbse,254,459942
4.51,233.3,32.5,43.9,47.0,3,79.8,8.27,0,offline,english,cbse,234,536119
6.18,489.9,57.0,69.4,69.5,3,78.7,8.51,1,offline,hindi,cbse,458,56271
5.08,238.6,41.6,47.5,56.9,2,73.7,7.86,0,hybrid,english,cbse,244,497554
8.5,434.5,73.9,79.3,84.8,4,85.8,6.51,0,hybrid,hindi,cbse,494,30677
7.81,401.6,57.6,67.7,73.3,4,81.8,8.2,2,none,hindi,cbse,419,87554
7.7,358.5,59.5,47.9,59.3,4,75.1,7.35,0,hybrid,regional,cbse,400,110818
5.34,301.5,56.1,52.6,67.0,3,72.8,6.97,0,offline,hindi,cbse,362,172094
5.08,402.7,62.5,57.0,76.0,5,77.6,6.84,2,hybrid,hindi,cbse,466,50087
4.36,373.8,46.7,52.9,66.3,2,68.3,5.75,0,online,english,cbse,356,183948
6.19,291.6,45.6,47.5,65.4,0,69.4,8.35,1,online,english,cbse,271,399853
4.9,377.2,60.2,61.9,61.2,4,72.8,9.09,0,none,english,state,359,175701
4.57,282.7,32.6,35.3,57.2,5,74.3,7.29,0,hybrid,regional,cbse,310,284218
5.17,403.6,71.8,67.4,69.4,3,72.8,7.69,0,offline,english,cbse,442,66702
9.64,477.7,82.0,88.3,90.7,7,82.9,6.71,1,hybrid,english,cbse,558,9198
8.57,481.9,87.0,85.9,87.4,5,91.6,7.02,0,online,regional,cbse,530,14756
7.37,566.3,89.8,90.2,93.0,5,92.6,6.25,0,offline,english,icse,599,3583
7.14,517.5,83.2,84.7,85.0,4,99.2,7.35,1,offline,english,cbse,552,10478
9.02,587.0,95.4,90.3,90.9,7,83.2,8.15,0,offline,hindi,cbse,602,359
6.37,322.4,64.2,71.7,49.9,5,72.1,7.09,0,none,hindi,cbse,326,244084
3.97,410.1,69.4,61.7,78.4,6,90.0,7.14,0,offline,english,icse,484,32204
6.64,368.0,55.1,85.5,65.2,5,68.4,7.85,0,offline,english,cbse,397,117388
6.44,437.4,70.3,62.5,77.2,4,84.1,6.63,0,offline,hindi,cbse,438,67371
6.07,435.1,51.1,72.8,70.8,3,80.6,6.94,0,online,english,state,418,88881
5.97,458.6,54.8,80.9,75.8,5,87.0,6.91,2,none,hindi,state,480,36921
5.61,465.0,65.7,68.1,72.1,6,87.8,6.85,1,offline,english,cbse,498,24026
2.79,365.4,66.6,58.5,60.9,3,68.9,6.89,2,online,english,cbse,338,219673
5.37,387.2,59.2,52.9,61.1,3,89.0,7.79,1,offline,english,cbse,409,100476
5.32,491.7,66.0,99.0,88.8,5,86.5,8.28,2,hybrid,english,cbse,514,19622
6.32,545.7,83.1,78.6,88.9,4,89.8,7.71,0,offline,english,cbse,579,4588
6.59,432.9,62.9,81.7,77.4,5,85.5,8.54,0,hybrid,hindi,cbse,484,38397
4.72,384.6,69.2,62.8,77.7,2,86.0,7.89,0,offline,english,state,450,59723
8.6,518.1,81.8,72.0,89.4,7,81.1,6.93,0,offline,hindi,state,581,3014
6.47,206.4,27.2,35.6,37.9,2,67.6,6.96,1,online,hindi,state,210,645928
7.43,530.2,91.3,85.3,91.0,6,92.2,7.09,0,none,hindi,cbse,577,7543
8.69,545.4,65.7,84.2,83.3,6,84.8,7.54,2,offline,regional,cbse,516,23358
2.99,245.5,40.2,47.3,60.7,2,75.2,7.7,0,online,english,cbse,284,356503
5.59,314.3,62.4,56.9,60.2,5,77.7,8.06,0,offline,english,icse,361,170831
4.37,390.7,89.8,68.7,56.8,6,71.3,6.8,0,online,english,state,439,66743
5.43,587.9,67.3,79.6,85.5,7,94.1,7.05,0,offline,english,state,544,14059
6.28,479.3,80.8,80.9,84.2,6,86.0,7.44,1,none,regional,state,492,31916
6.08,450.4,47.4,63.3,85.3,9,93.2,6.51,0,none,hindi,cbse,471,43780
4.52,332.7,44.2,56.3,59.8,5,71.2,7.64,0,hybrid,hindi,icse,345,206998
6.38,492.9,65.6,64.2,99.0,4,77.2,5.59,0,none,english,cbse,479,35672
3.09,257.1,43.2,45.0,52.8,3,75.0,7.97,0,none,english,state,257,446073
7.27,488.9,87.5,82.2,80.3,3,78.7,6.66,1,online,regional,cbse,523,14473
4.54,369.8,63.3,64.5,62.7,4,79.8,7.15,0,hybrid,english,cbse,430,78367
6.62,486.5,62.3,60.0,72.7,4,76.2,6.61,1,online,english,cbse,484,35049
5.65,431.2,70.3,73.9,72.1,6,82.9,7.19,0,offline,english,cbse,450,61841
4.91,506.1,78.1,84.2,78.9,6,74.9,6.66,0,online,english,cbse,536,13281
3.78,316.6,35.7,55.0,52.7,2,58.3,6.78,0,offline,hindi,cbse,303,303329
5.59,323.7,50.9,54.8,55.8,3,82.0,7.44,0,offline,hindi,cbse,307,293790
6.21,348.8,59.7,63.1,63.7,5,82.7,5.25,0,hybrid,english,state,397,115926
6.24,588.8,99.0,94.4,99.0,7,97.3,6.82,0,offline,english,state,605,3635
5.59,378.1,70.8,82.6,75.0,3,85.3,7.68,2,hybrid,english,cbse,411,98389
6.55,567.4,73.8,57.0,95.8,6,79.0,6.6,2,online,english,cbse,562,5827
7.21,411.5,48.1,71.1,72.6,1,75.1,7.7,0,online,english,cbse,378,143497
7.08,433.6,68.6,76.2,83.1,3,76.9,6.07,1,none,hindi,state,441,66473
